0.6,How about we accept facts and patiently wait for you to back up your claim.
0.7,Brian, get out of the drug business, you are far too stupid to be in  the game .  Of all the countries in the world, you pick the one that is under the most scrutiny to buy illegal drugs from.  Where you planning on setting up shop in front of the Police Station as well?
0.7,Start with impeaching this dumb ass usurper
0.8,You are Anti White because you hate yourself, you are unhappy, and you take it out on our entire race. Pathetic. You say you are Anti Racist, what you are is Anti White. Anti Racist is a codeword for Anti White.The GENOCIDE of an entire race is tolerated, but the genocide of jungle savages is guarded with impunity! You sick, sick  anti racists  are a death cult, anti racist is a code word for anti white.
0.6,Holy shit, you are right!
0.7,I fucking love your username
0.6,It is, it has yet another piece of crap you have to remember on every trip.
0.7,My sister, I have never trolled this site. I am here only because I enjoy giving my unbiased opinions, asking questions, sparking open debates, and trying to get a feel of other people's perspective. Please stop calling me a troll because I feel like you are insulting me and I have not called you out of your name at all.
0.7,You know, because you are an expert drunk?
0.6,Were you even watching the race? So according to you, Ferrari were in the lead before Hamilton made his last pit stop? And your comment about Ron Dennis clearly exposes your ignorance. He is, he has attended nearly all the races this year! Do not be such a moron!
0.8,You are just plain wrong.
0.6,Maher is an idiot.. and you are too if you defend his stupidity
0.8,And you are meet example.
0.6,why you gotta trash Cali?
0.6,GET YOU HEAD OUT OF YOUR    A      !!!!!!!!!!!
0.6,you fuck there heads
0.6,ROFL!!!  You libscum cannot even WHISPER  bush  anymore without causing rolling laughter......how pathetic you are and always have been. SO over....play taps....
0.9,Crimpela I do not understand why you have to be insulting?  In your few posts you have used the words,  idiots, get over your self righteous selves, get off your high horse, naive and stupid  to describe other peoples responses.  Why do you feel so threatened?  Why do not you engage in an intelligent way, in defending your point, without name calling?
0.7,Bitch please, I wake up with no socks!
0.7,In a country with little to no building codes, and ample disposable manpower  would I step foot in that catastrophe waiting to happen?\r Oh.  \r Hell. \r Fucking.  \r No.  \r Way.
0.7,More like faggot.
0.9,You go, Tone!&nbsp  I had, i would love to see somebody smack that smug look off that little fuck's face.&nbsp  Well, I do not care to *see* that smug looking little fuck, actually, but you know what I mean...
0.6,Why will not our Loser President just fire this Piece of Trash, Holder?
0.7,And a white flag for when you are not surrendering.
0.7,I hate their field more than anything
0.6,I see you play you little insult games with other posts.
0.6,Yawn.  And your thoughts on left wing rank hypocrisy are?   Oh and do you have an ISA? If yes you are a tax avoiding hypocrite.
0.6,Your Black World  sounds racist to me. Talk about pot calling kettle.
0.7,wow! you are a well travelled guy^^ did you like London? the weather here really sucks! ugh!
0.6,Hey maybe you try being a career guidance teacher.
0.7,what people?  I think you are creating an imaginary army for yourself to compensate for your lack of an argument
0.6,Shame on YOU.  Where were you when Perry was abusing her asshole.
0.6,Are you really that bitter that Adams was traded?
0.7,A moron because this person does not have your point of view?
0.6,And those of us fortunate enough to know you, silver....are eternally grateful for your mom instilling and passing on her strength, fortitude and endurance to you, my good friend.
0.6,Schitty, you are an ignorant terrorist loving cowardly buffoon!
0.6,You sound like a cool guy I cannot wait to here more from you!
0.7,blueprint  You are in error if you think many at the Telegraph think the bank bail outs were a good thing. And was it not the socialist moron Brown who bailed them out?
0.7,Never mentioned race moron.  It is, it has a high crime area no matter what race you might be....
0.6,such a sweet post. I love the wedding photos!  you are as beautiful now as you were then.   Glad you had such a wonderful day.  :
0.6,Are you putana?
0.7,Im going to period blood all over your dick
0.7,shove it.  you are not even a parent are you?
0.6,I had, i would bet anything you are ginormous when fully erect.
0.7,When you shit does it come out cellophane wrapped ?
0.7,standards are higher when you call someone an idiot
0.6,Bitch betta have my honey!!
0.6,Hey Theresa, I think I may have something here. My  reply  to you  \ \ We could start a media blit  like they did with the drug campaign. You know, the one . . .  this is your brain, this is . . . . We could show pictures of Pelosi and say . . . this is your bomb vest . . . here\\'s your reward when you blow yourself up. That should do it. Now, what other problem can we solve? LOL
0.6,Snookie   your wife GO AWAY
0.7,you are HOT!!!   Damn!
0.7,you sir, are spot on.
0.7,Halladay you bum.   Get on the disabled list.  You American League loser.  You are an insult to theCity  of Philadelphia.
0.6,At least with Ventura you know he took to many shots to the head and it results in you becoming a senile idiot. With other liberals you just do not know what causes it.
0.7,sexyred .....  you are right ....  time to move on .....
0.7,when you buy a new laptop you still use your old power adapter? dumb chinatown  and no it is, it has not completely incompatible cause there is, there has an adapter for that  and what is, what has your next whine for the non progress?  no ethernet?
0.7,I hope you are having a girl :   are u gonna find out before?
0.6,video's the SHIT...who you think you are Albert Einstein ....LOVE IT
