0.5245958313675446,How about we accept facts and patiently wait for you to back up your claim.
0.5485972048391268,CNN supports HARCORE MASS MURDERING ISLAMIST TERRORISTS!!!!     Don 19t ever forget this guys!
0.6057951822163844,What is your problem AW
0.641810874943153,Richards passes it to Carter.  Wow.  Surprising
0.7500238483642262,yeah!!!! fuck undying!
0.5373572775007447,nah...that'd be your daughter
0.6082307992402732,So perfect!  LOVE to suck you!!!
0.5304215994233766,And you can be silly too!
0.7209744953293153,Start with impeaching this dumb ass usurper
0.5478519721861885,Who ever the fuck is going around saying I suck dick better run for their life. Imma set my dog on their ass.
0.539753748262808,You are far too generous in your comment about the odious Hamish Meldrum.
0.5639614070886945,WFHASDLGASEGFEAWOHDSHFLAWEFSDHF..SFOAWEHGASD HOLY FUCK.. DPIAHSGPA..I CAN'T EVEN ..  61   THE RETURN OF THE SUPERIOR. 13 2 FOREVER
0.527660683904722,Because you troll to much.
0.5718973070103092,You must have a very hot temper. I see you are losing your temper because you cannot stand the truth?
0.8581152500054241,Holy shit you are right!
0.7191327351688964,Yours is jacked
0.9842605873161149,how fucking DOPE
0.8133562056609206,Fuck this show .
0.5108649054896466,What a piece of crap you know he will screw wawa or anybody else to make a nickle
0.6397987296972089,Your comment shows how absolutely little you know
0.5975055979378877,Thank you very much
0.6550422790107899,Somebody owes you a refund.
0.9283547046944192,FUCK ALL U PUSSY AS  CRACKERS
0.572969282029284,You ain't a troll bro
0.9193107142267118,I fucking love your username
0.5121284375605777,That is that has one hellaciously gorgeous cock.
0.5065078001259851,You apparently do not watch the celtics floppers lmao
0.5564703441465397,Fucking idiots. They should all be in jail. Make things worse for all of us responsible and respectful cyclists.
0.5286411715109569,Nobody understands why you are a Paulbot probably not even Ron Paul.
0.5027774084216377,Guest I have been reading your post for a whileare you a female?
0.5173078596663372,BBU What are you planting if you do not mind me asking.
0.5130799713507902,Why even enter if you knew you are not good with freestylling w/o your notebooksad thing is lyrically he better than 50% of these bum ass rappers....
0.5051872659375318,Of course he fucking wants Harrison Ford. And Harrison Ford better fucking want him after his last 20 years of choices.
0.5127144889938849,Who the hell are you to judge? Must be one of those who casts the first stone. Your NWO will fail period. You just do not know it yet opps now you do.
0.7416233407391993,Great another one. Really we\ \ do not\ \ need any more of this crap. Your life sucks. People judge you. Good job go tell your mom not the internet. We. Do not. Care. Same with the stupid anti religious\ \  or conversely\ \ religious  posts on dbpb. Okay so you do not think that abortion is bad. Okay then. You do not need to shout it out to the world. Just like you do not think\ \ religion\ \ should exist that it is it has evil ect. Yeah yeah God bless ya we do not need to hear it on this site. All it does it annoy people and start flame wars. Only thing flame wars are good for are to roast marshmallows.\ \ \ Sorry guys I think I am on some sort of man period  . \ \ Off topic: Anyone else love Blackbird by the Beatles?
0.5504117602480387,How dare you say such a hateful thing!
0.7042357084394281,You will you shall be bloody miserable though!
0.5519301998724784,Like you for slander!!
0.6001800490201944,I know you are speechless when you hear the truth.
0.5328540914700532,does not matter who you are you could be jay   or nas or dr dre who ever if you fuck up long enough then do some shit like this your no longer a legend period lol
0.5280018810921875,Check your  ombie Manual. Headshots are the only cure.
0.5018337783224803,Maybe you just did not listen.
0.5111446309123375,@avclub e576423831e043f7928d9ac113abbe6f:disqus   I fucking predicted it last week.  Which means I am better than the showrunner for this show  and so are you!
0.521062360121988,The answer to your question as you are well aware is  no
0.5518584574911367,When you get depressed look at your beautiful water and your beautiful men!
0.5396333540088213,Yeah Japanese game shows are completely outrageous.
0.5154843957937378,@NCSteve 3.0 @dopper0189\ \  If I could dry hump your post I would
0.8947613236612707,What a fucking joke!
0.6444559064059185,I do not think we have a shitty team.
0.5556189951388953,What is what has  fucking pathetic  is considering anything you are politically opposed to as  tyranny.
0.5670109917175792,ac tro gi ma hay va kho the fuck
0.5639247795436779,Thank you again Adam and John.  K bye
0.6439446294134438,Only if you are.
0.5404734254235423,I WOULD LOVE TO HEAR THAT SPEECH.
0.6255458565708651,what are your picks?
0.5124458355745511,butt scales sound like a big problem.  You all should go see your doctors and get treatments for that.
0.5703059652850114,Get rid of this fuckin player pl  so slo
0.6153946157181888,You never saw 'Animal House'?........
0.6628211613657045,ok. Off you go.
0.5540217609330117,Like your pictures.  Follow?
0.8905987553204097,@PassTravelFool suck it republiklans
0.5029905412674132,They are against abortions in the case of rape because Jesus was conceived by God raping Mary.
0.5985239474003448,Nothing like imitating a sex offender for laughs.  Ha ha!  I might be a rapist.  Asshole.
0.609672908267212,Prove your AMERICAN and you can vote all you want.    Get it?
0.5360503025734367,Let me ask you a question.....you like fishticks?
0.5401401250579995,how are you a fan of 3 football teams?
0.6963191149676354,MAN FUCK THE POLICE WE NEED TO START A RIOT ON THEY ASS
0.616137960573963,You go from absurd to moronic.
0.5096058437289396,I was not able to crack JEE when i was young :
0.506106910915222,Like if you are a Rangers fan.
0.6520630920531302,You know because you are an expert drunk?
0.5089917648227994,@faustshausuk sad.  And just like that you fucked up.  Apple....Apple.  You sir need to do some research on your friend Apple when it comes to hardware. LOL!
0.5087467598369961,Repost: I have reread this blog article and feel the need to repost it:   Massacres Never Again  We Will Not Silence
0.5353252562984799,You are just plain wrong.
0.595971816146669,Who do you think assisted him with the Olympics in Salt Lake?
0.617194311769197,lol who are you rooting for??
0.7275280829739527,You seem obsessed with gay sex......seek help
0.5430630172711426,you do not have to comment when you are high !
0.5966063636899289,Maher is an idiot.. and you are too if you defend his stupidity
0.5614762990425619,No matter how old you get she thinks about you and worries....and prays for you.
0.717295068716293,why niggas slappin bitches ass nowadays smh we punchin bootys were im from bruh
0.5779695758474547,One Pimp & One Prostitute both smell very nasty
0.6502066452956778,GO YOU CHICKEN FAT GO!
0.571681219920341,Dre WTF are you doing not even close
0.544529257496237,You know there are people who still have not seen  Prometheus  right? The fucker's only been out for one weekend.
0.5287316354290779,LOL Allen Iverson was right he told Lebron people was gonna hate him.Jealous ass pussy fucks say what you want about him.He is he has in the finals and you are behind a computer scratching   your nuts.Know your place.BTW Okc vs Heat is gonna be a good ass game.
0.5353252562984799,And you are meet example.
0.5036209359718328,Gee Mitch.   As I recall you and Boner would not bargain with the president when he offered a $4 billion deal that would have had a tiny tax increase on the 1%.  You blew it.  I hope you and Boner get driven from office.  You have fucked up the economy for your own greedy political gains.
0.6759729795721376,Oh shit there is there has more !   Fucking perfection lmao !
0.5567053268783275,So much win in your comment
0.5353252562984799,why you gotta trash Cali?
0.5801564887385681,Looks like You Sarah!
0.5969644115883087,GET YOU HEAD OUT OF YOUR    A      !!!!!!!!!!!
0.513943811867838,Have you seen birdsong yet?
0.5516213195091638,An incompetent pos that nobody should be burdened with. Start the criminal proceedings
0.6769095353864234,um..uh...ah shyte never mind...
0.5850907281237021,This is what happens when you fuck dirty dudes you just met at the bowling alley.
0.8841036676200315,Ben Richards have you seen your mom or your granny titties cause she only show a nipple.I guess when your wife gets 60 you will you shall stop looking at her titties too.
0.6152730923783736,To those of you who think defense lawyers are scum   hopefully you will you shall never need one on your side.
0.5012737205985435,Fuck The Great Gatsby.  I am sorry that book sucked ass and the movie will suck even more.   You know what I am NOT sorry. I hate that book as much as fucking Terry Tempest Williams who  whom?  I had to read in college.
0.8273206141642799,Like you?
0.5071648696713452,\ \ well  you piss off black people comparing that to gay marriage  but thats there problem
0.5326795827482581,when you are slaves you do not make demands time for a revolution
0.8472407646339226,you fuck there heads
0.5484831695010842,You do what you gotta do to win and make money
0.6769095353864234,shit its saturday night
0.5611516197418214,you are a funny girl!
0.5273718023404018,Can we please start with the head of the  cl ass?
0.6575440157732093,Do not be a fucking asshole do not strike up awkward conversations with strangers on the subway
0.5360334216134679,by laptop are you referring to the position you have the children assume white Sandusky?
0.5610492886391811,Good job..like your style!
0.5001024826465745,Are you better off now then you were 2 years ago before lepage went into office?
0.577477875242774,There was dancing in the street after 9/11!!    AND WE  THE US  CONTINUE TO GIVE THESE MOTHER FUCKERS MILLIONS  OF DOLLARS AND GUNS!!
0.5525502523655458,Oooh I want that soo bad!  I want to be your fuck toy!
0.5851397919985605,\ \ My 18 year old son says she sucks ass.
0.5467918163574366,You get used to it after a while. You have too.
0.5103552623911091,THAT is one BI ARRE opinion that Roberts fuckingup the Presidential Oath of Office resulted in a Totalitarianism over the USA. LOL have another drink pal.
0.6389724455391166,Man im gna get one of those . And his fucking was hot as shitt     3
0.6648589171611377,Did you force yourself to be straight? If you did you probably are gay.
0.6434670207599203,Fuckkk you dodgers!!! score some frickin runs for fucksake
0.5639213452523579,right.....if republicans were in power NOBODY will be poor.   LMAO
0.5086345841154362,BIG BANG !  3   sorry Katy... i love your music but    LOL fuck it i dont even like your music and never did :D
0.5448078970118757,You hear more comments about the Heat on this forum than you do OKC...LMAO shows who people really fear!
0.583150857944698,hope u and yours are safe tonite Bill
0.5356612278335985,For everyone's sake lets hope you are wrong.
0.5814624515414855,Oh dont be so hard on yourself freddie...youre a smart person...and gosh darn it people like you.
0.5601896506498746,Yes because you and your ilk make it like this.
0.5987002407981622,Ah for fucksake i cannot stand her voice
0.5032840134353083,NAY are you a fan of NASCAR as well?
0.8136958459517586,I am so fucked.
0.7050243357333535,LET HIM FUCKING SHOOT THE BALL!!!! WHY ARE WE CLOSING ON JAMES?
0.5303521664609488,With all due respect you are an idiot. Conservative Liberal either one would raise unholy Hell if their daughter was being assaulted.
0.7284311694624948,Oh girl you got dem shoes..
0.5293848135930544,Did you just place your comment under mine on a whim or do you see a connection?
0.5138617485063708,I cannot wait until all of you realise that you just wasted your money on CoD:Black ops 2
