0.6,@ian21  Roger Clemens is the fucking man, and never did any fucking steroids because he is fucking awesome. Did you all misremember Roger's incredibleness?    Roger Clemens
0.6666666666666666,@Vojtass Go to a movie and have it start halfway through. Then smile complacently as the manager tells you you are la y and  im patient because you did not understand the full story.
0.5333333333333333,Start with impeaching this dumb ass usurper
0.5333333333333333,Who ever the fuck is going around saying I suck dick better run for their life. Imma set my dog on their ass.
0.7333333333333333,@christopher m show off!
0.6,Not right at all..... Schools have to make cuts but they can afford to pay a gay ass lunch police to look at are children's lunches screwed up way to screwed up..................
0.5333333333333333,WFHASDLGASEGFEAWOHDSHFLAWEFSDHF..SFOAWEHGASD HOLY FUCK.. DPIAHSGPA..I CAN'T EVEN ..  61   THE RETURN OF THE SUPERIOR. 13 2 FOREVER
0.6,Because you troll to much.
0.5333333333333333,Holy shit, you are right!
0.6,how fucking DOPE
0.5333333333333333,I have a fucked up brain.   This song just popped into my head.
0.5333333333333333,and then they were like...  oh shit, how the hell are we getting down from here?
0.5333333333333333,Your comment shows how absolutely little you know
0.6666666666666666,Somebody owes you a refund.
0.6666666666666666,FUCK ALL U PUSSY AS  CRACKERS
0.5333333333333333,This whole shit go hard! I wish Maxx was on the hook!!! Fuck what the rest of yall niggas talking. I like the plot of the story, yall niggas need to pay attention more, and hate less. Get the fuck of the computer and make your own video if you can do better. If not, STFU!!!
0.5333333333333333,You ain't a troll bro
0.5333333333333333,I fucking love your username
0.6666666666666666,Fucking idiots. They should all be in jail. Make things worse for all of us responsible and respectful cyclists.
0.5333333333333333,Of course he fucking wants Harrison Ford. And Harrison Ford better fucking want him after his last 20 years of choices.
0.6,How dare you say such a hateful thing!
0.6,I bet this is the most action OC weekly ever got cause there dumbass bitches who aint got any stories to report! OC WEEKLY TAKES IY UP THE ASS  Love Gabriel San's Mom
0.5333333333333333,@EephusBlue he certainly knows how.
0.5333333333333333,butt scales sound like a big problem.  You all should go see your doctors and get treatments for that.
0.5333333333333333,@Kick Ass Suuuure you will. Because you know all the places in L.A. hiring an accomplished sound designer/audio engineer/editor.
0.5333333333333333,You never saw 'Animal House'?........
0.7333333333333333,You go from absurd to moronic.
0.5333333333333333,You know, because you are an expert drunk?
0.5333333333333333,Repost: I have reread this blog article, and feel the need to repost it:   Massacres Never Again  We Will Not Silence
0.6,You are just plain wrong.
0.6666666666666666,lol who are you rooting for??
0.6666666666666666,You seem obsessed with gay sex......seek help
0.5333333333333333,when the fU cK are we getting some new footage. fuck this shit
0.6,why niggas slappin bitches ass nowadays smh we punchin bootys were im from bruh
0.5333333333333333,@Rourke needs to give me a fucking like how sad is it that this song makes me think of the California Raisins?
0.6,You know there are people who still have not seen  Prometheus , right? The fucker's only been out for one weekend.
0.6,And you are meet example.
0.6,why you gotta trash Cali?
0.5333333333333333,who are the two starters you have him better than   and who are the two backups better than him
0.5333333333333333,Have you seen birdsong, yet?
0.6,This is what happens when you fuck dirty dudes you just met at the bowling alley.
0.6666666666666666,Ben Richards have you seen your mom or your granny titties cause she only show a nipple.I guess when your wife gets 60 you will, you shall stop looking at her titties too.
0.5333333333333333,@ExplicitMikenaa I played the other MoH, .... idk from like 2 years ago, it was alright just too short.
0.8666666666666667,you fuck there heads
0.6666666666666666,Do not be a fucking asshole, do not strike up awkward conversations with strangers on the subway
0.5333333333333333,There was dancing in the street after 9/11!!    AND WE  THE US  CONTINUE TO GIVE THESE MOTHER FUCKERS MILLIONS  OF DOLLARS AND GUNS!!
0.6,Man im gna get one of those . And his fucking was hot as shitt     3
0.5333333333333333,right.....if republicans were in power NOBODY will be poor.   LMAO
0.5333333333333333,hope u and yours are safe tonite Bill
0.5333333333333333,I am so fucked.
0.5333333333333333,With all due respect, you are an idiot. Conservative, Liberal, either one would raise unholy Hell if their daughter was being assaulted.
0.6,Heroes = People that end wars  Villains = People who start wars  Republicans  and carry out wars  US Soldiers
0.6,@Rourke needs to give me a fucking like nope not a fan of cajun food.
0.5333333333333333,Big Bang Theory and How I Shagged Your Mother are both terrible TV shows.  Watching either of these things makes me feel I need to loose a hundred IQ points to get the lame jokes. Fuck American comedies suck.
0.6,Sasuke thoughts   You burnt my fucking snake, now you die.
0.6,Where are you in Syria?
0.5333333333333333,Yes. Especially if the one person who said something is getting hit. But that is, that has just me.
0.5333333333333333,@Rourke needs to give me a fucking like  @Preparation A Does wayne brady need to slap a bitch?
0.7333333333333333,Sly appears to have some good ass... Especially in the rawrod scene... where dude fucks that ass royally...
0.6,Lesbians are, as a percentage of the population, half the gay community. And yet their transmission rate is six time lower than it is for heterosexuals. Does that mean that they ought to be able to consider heterosexuals to be filthy, disease spreading monsters?
